iter	MultiClass
534	0.634930823
535	0.6348881587
536	0.6344726365
537	0.6343969946
538	0.6343335235
539	0.6336973536
540	0.6331839382
541	0.6325263449
542	0.6320827307
543	0.6320724798
544	0.6316879548
545	0.6312533241
546	0.6312077519
547	0.6311713971
548	0.6311359014
549	0.6305126154
550	0.6302205333
551	0.6298669216
552	0.6297427728
553	0.6296926596
554	0.6294397086
555	0.6288346292
556	0.6282418712
557	0.6277639772
558	0.6277429262
559	0.6276427482
560	0.6276069287
561	0.6269767693
562	0.6268337578
563	0.6265757012
564	0.6264824337
565	0.6261383657
566	0.6257210803
567	0.6255940731
568	0.6251774818
569	0.624851272
570	0.6247420774
571	0.6244638442
572	0.6243850363
573	0.6243175408
574	0.6237425223
575	0.623555914
576	0.6230328483
577	0.6228818591
578	0.6223785558
579	0.6220193417
580	0.621943504
581	0.6213921462
582	0.6213201248
583	0.6207343794
584	0.6206790171
585	0.6204340378
586	0.6201290382
587	0.6198270111
588	0.6197948953
589	0.6193824754
590	0.6191058643
591	0.618708002
592	0.6185247425
593	0.6184092899
594	0.6183994724
595	0.6183836154
596	0.6179122282
597	0.6175844366
598	0.6173429823
599	0.6171343372
600	0.6171086039
601	0.6170451238
602	0.6166293613
603	0.6160592066
604	0.6158675974
605	0.6158274208
606	0.6155333063
607	0.6151261735
608	0.6150583451
609	0.6150002999
610	0.6149710881
611	0.6144224765
612	0.6143751399
613	0.6139039817
614	0.6136441206
615	0.6131481762
616	0.613048499
617	0.6130292352
618	0.6128869929
619	0.6123580963
620	0.6121223832
621	0.6117712322
622	0.6112401993
623	0.6111889252
624	0.6106957065
625	0.6102404581
626	0.6100638104
627	0.6100242066
628	0.609622601
629	0.6093504101
630	0.6088542804
631	0.6087944564
632	0.6083155359
633	0.6082973597
634	0.6078412021
635	0.6074664313
636	0.6074328161
637	0.607338976
638	0.6070342601
639	0.6067533115
640	0.6067454732
641	0.6064040165
642	0.606181512
643	0.6056715952
644	0.605506188
645	0.6050908832
646	0.6047145762
647	0.604192867
648	0.6037037133
649	0.6036618845
650	0.6034812154
651	0.6034287167
652	0.6030655077
653	0.6027837464
654	0.6023466838
655	0.6020888815
656	0.6019214069
657	0.6017911503
658	0.6013415711
659	0.6008297085
660	0.6006046245
661	0.6004130312
662	0.6000917048
663	0.5998222288
664	0.5997592907
665	0.5997061452
666	0.5993713143
667	0.599233335
668	0.5991781839
669	0.5990918372
670	0.5987965607
671	0.5986485001
672	0.5982030813
673	0.597742176
674	0.5976991813
675	0.5976467791
676	0.5974571439
677	0.597437147
678	0.5972623729
679	0.5970533662
680	0.5966099708
681	0.5965326828
682	0.5963931605
683	0.5963867121
684	0.5960685281
685	0.5958140643
686	0.5958014308
687	0.5956143416
688	0.5955558009
689	0.5950746169
690	0.5948085791
691	0.5947689305
692	0.5947100353
693	0.5946740318
694	0.594352313
695	0.5942377729
696	0.5939862288
697	0.5936892123
698	0.5936254618
699	0.5936156494
700	0.59357051
701	0.5931483887
702	0.5929408435
703	0.5925150899
704	0.5921129026
705	0.5920449478
706	0.5919651062
707	0.5919323866
708	0.5915964089
709	0.5915429278
710	0.59115589
711	0.5909584597
712	0.5907169248
713	0.5906463151
714	0.5902524828
715	0.5900765678
716	0.5900344338
717	0.5896949343
718	0.5896292554
719	0.589599806
720	0.5891853821
721	0.5888137441
722	0.5886147872
723	0.5882757317
724	0.5880351124
725	0.5876952996
726	0.5876493834
727	0.5872220577
728	0.5871267673
729	0.587090821
730	0.5866304797
731	0.5864779988
732	0.5863580317
733	0.5862486606
734	0.5861861949
735	0.5858707927
736	0.5857174236
737	0.585476941
738	0.5854502002
739	0.585385161
740	0.5850417613
741	0.5846972975
742	0.5843078331
743	0.5842488855
744	0.5841185254
745	0.583947677
746	0.5838646339
747	0.5837339036
748	0.5834431016
749	0.5833867606
750	0.5830680975
751	0.5827801842
752	0.5827351657
753	0.5827201522
754	0.5824385082
755	0.5820793651
756	0.5816718575
757	0.5812944318
758	0.5809007383
759	0.5805644871
760	0.5802777631
761	0.5801307395
762	0.5799590688
763	0.5798214233
764	0.5797967357
765	0.5795246206
766	0.5794202308
767	0.5792097138
768	0.5789574489
769	0.5786368081
770	0.5783903174
771	0.5780403559
772	0.5779740299
773	0.5776085888
774	0.5775663064
775	0.577472038
776	0.577199266
777	0.5770950092
778	0.5769825059
779	0.5766508232
780	0.576219577
781	0.5758488595
782	0.5757596694
783	0.5753951835
784	0.5750023419
785	0.5749951394
786	0.5749718651
787	0.5745763915
788	0.5742644182
789	0.5739478768
790	0.5739265248
791	0.5738659929
792	0.5736927522
793	0.573632627
794	0.5732258874
795	0.5729209495
796	0.5725242379
797	0.5722232706
798	0.5722171042
799	0.5719801446
800	0.5717296669
801	0.5715325806
802	0.5714835953
803	0.5714255985
804	0.5713307821
805	0.5712992825
806	0.5711350216
807	0.5709860388
808	0.5706567179
809	0.5702677694
810	0.5699359433
811	0.5698831418
812	0.5696272888
813	0.5693775642
814	0.5693492404
815	0.5690931552
816	0.5689568143
817	0.5685743845
818	0.5682994362
819	0.5680303018
820	0.5677747499
821	0.567662891
822	0.5676275649
823	0.5676110897
824	0.5673281465
825	0.5672380549
826	0.5670512827
827	0.5670432891
828	0.5668982985
829	0.5667567791
830	0.5666051647
831	0.5663814953
832	0.566092176
833	0.5657689008
834	0.5656485732
835	0.5655940866
836	0.5655844391
837	0.5654543856
838	0.5653075507
839	0.5652074294
840	0.5651538408
841	0.5650871176
842	0.5649552131
843	0.5648430218
844	0.5647370516
845	0.5647078609
846	0.5645975661
847	0.5644722279
848	0.5644213517
849	0.5642879781
850	0.5642611118
851	0.5639926944
852	0.5639051796
853	0.563559092
854	0.5633451744
855	0.5632548107
856	0.5629744909
857	0.5628962667
858	0.5626066204
859	0.562490633
860	0.5623973772
861	0.5620953637
862	0.5620323549
863	0.561994795
864	0.5617900692
865	0.5617276238
866	0.5614223281
867	0.5611661962
868	0.5609046003
869	0.5606517592
870	0.5603544694
871	0.5603441974
872	0.5600863567
873	0.5599220999
874	0.5598131083
875	0.559696276
876	0.5594061447
877	0.5593467437
878	0.559259265
879	0.5591679018
880	0.5588855201
881	0.5587476399
882	0.5586034441
883	0.5584756024
884	0.5582329302
885	0.5579983277
886	0.5577281733
887	0.5574139766
888	0.5571858902
889	0.5570460967
890	0.5569077779
891	0.556879087
892	0.5568511577
893	0.5567530242
894	0.5566302042
895	0.5565881435
896	0.5563377215
897	0.5562902152
898	0.5559369481
899	0.5558657165
900	0.555595206
901	0.5554895436
902	0.5552634947
903	0.5552487277
904	0.5551855487
905	0.5550234465
906	0.5548043217
907	0.5547118116
908	0.5544118635
909	0.5543663569
910	0.5543294833
911	0.5540638306
912	0.5538893923
913	0.5536277585
914	0.5535217698
915	0.5534654486
916	0.5533456555
917	0.5531240744
918	0.5530419663
919	0.5529242928
920	0.5526178927
921	0.5523920877
922	0.5522932778
923	0.5522555015
924	0.5521620767
925	0.5521559757
926	0.5521279612
927	0.551857236
928	0.5518149795
929	0.551587794
930	0.5513207576
931	0.5510579994
932	0.550931651
933	0.5508536483
934	0.550838592
935	0.5506218557
936	0.5503997229
937	0.5501774324
938	0.5500616781
939	0.5498136033
940	0.5496910111
941	0.5496902092
942	0.5496693064
943	0.5496349248
944	0.5494575868
945	0.5493555139
946	0.5492499744
947	0.5491347807
948	0.5490253081
949	0.5488129241
950	0.5487098746
951	0.5486554876
952	0.5485900794
953	0.548532082
954	0.5483212268
955	0.5481919457
956	0.5479809026
957	0.5477706916
958	0.5477031291
959	0.5476517911
960	0.547541235
961	0.5475108555
962	0.5471581275
963	0.546957676
964	0.5469436796
965	0.5466690259
966	0.5464702165
967	0.5462338521
968	0.5459827341
969	0.5458170957
970	0.545692689
971	0.5456298361
972	0.5453747836
973	0.5450591627
974	0.5449852039
975	0.5448626339
976	0.544587659
977	0.5443260292
978	0.5443189137
979	0.5442195071
980	0.5439799436
981	0.543756129
982	0.5436300137
983	0.5434480607
984	0.5433496015
985	0.5431455951
986	0.5430379626
987	0.5429487818
988	0.542793396
989	0.5427076207
990	0.5426588119
991	0.542457161
992	0.5423013037
993	0.542126015
994	0.5420715272
995	0.5418565499
996	0.541778165
997	0.5416925463
998	0.541511104
999	0.5415026379
